key,jp,en,ru
phrase277,ずっと、ニコル様のお傍にいたい……。,"I want to stay by his side forever...","я бы всегда оставалась рядом с ним..."
phrase278,その気持ちは本当ですか？,"Is that how you really feel?","Вы действительно так чувствуете?"
phrase279,思わず食い気味に答えてしまった。,"Maria answered without thinking.","Мария ответила не задумываясь."
phrase280,そんなマリアにソフィアはニコリと微笑む。,"Sophia smiled gently at Maria.","София мягко улыбнулась Марии."
phrase281,そうおっしゃってくださると信じておりました。,"I knew you’d say that.","Я знала, что вы так скажете."
phrase282,え……？,"Eh...?","Что...?"
phrase283,だって、バレバレでしたもの。,"It was so obvious.","Это было так очевидно."
phrase284,お兄様とマリアさんが慕い合っていることなんて。,"That you and my brother care for each other.","Что вы с моим братом испытываете чувства друг к другу."
phrase285,ソフィアはくすくすと笑った。,"Sophia giggled.","София тихо хихикнула."
phrase286,マリアは顔が熱くなるのを感じた。,"Maria felt her face heat up.","Мария почувствовала, как её лицо начинает краснеть."
phrase287,……ふふ。,"...Hehe.","...Хехе."
phrase288,もう少ししたら、マリアさんのことを,"Soon enough, I’ll have to call you","Очень скоро мне придётся называть вас"
phrase289,『おねえさま』と呼ぶことになるのでしょうか。,"'Sister,' won't I?","'Сестрицей', не так ли?"
phrase290,ソフィア様、何をおっしゃって……。,"Lady Sophia, what are you saying...?","Леди София, что вы такое говорите...?"
phrase291,あらあら。,"Oh, my.","Ну-ну."
phrase292,さて――そういうわけで。,"Now then, with that being said...","Ну что ж, как бы то ни было..."
phrase293,前祝となりますがマリアさんに贈り物がございます。,"I have a gift for you in celebration.","У меня есть для вас подарок в честь праздника."
phrase294,後で、私の部屋にいらしてください。,"Please come to my room later.","Пожалуйста, зайдите ко мне в комнату позже."
phrase295,（……贈り物ってなんだろう？）,"(...A gift? I wonder what it is?)","(...Интересно, что за подарок?)"
phrase296,緊張した面持ちで、,"Feeling nervous,","Немного волнуясь,"
phrase297,マリアはソフィアの部屋の扉をノックした。,"Maria knocked on Sophia's door.","Мария постучала в дверь Софии."
phrase298,すぐに中から返事がある。,"A reply came immediately from within.","Изнутри сразу раздался ответ."
phrase299,どうぞ、入ってください。,"Please, come in.","Пожалуйста, входите."
phrase300,これって……。,"This is...","Это..."
phrase301,――そこにあったのは,"—Before her was","—Перед ней было"
phrase302,控えめでありながらも麗しいドレス。,"a modest yet elegant dress.","скромное, но элегантное платье."
phrase303,平民のマリアが悪目立ちしないよう,"It was designed so that Maria, a commoner, wouldn’t stand out negatively.","Оно было сделано так, чтобы Мария, будучи простолюдинкой, не выделялась негативно,"
phrase304,気遣いの行き届いた逸品であった。,"It was a thoughtfully made piece.","Это был тщательно продуманный наряд."
phrase305,どうぞこちらを、マリアさん。,"Please, wear this, Maria.","Пожалуйста, наденьте это, Мария."
phrase306,……いいんですか？,"...Is it really okay?","...Это правда для меня?"
phrase307,こんな、素敵な……！,"Such a beautiful...!","Такое прекрасное...!"
phrase308,ええ、もちろんです！,"Yes, of course!","Да, конечно!"
phrase309,……どうか、お兄様をよろしくお願いします。,"...Please, take good care of my brother.","...Пожалуйста, позаботьтесь о моём брате."
phrase310,あ、ありがとうございます！,"Th-Thank you so much!","Огромное спасибо!"
phrase311,ソフィア様！,"Lady Sophia!","Леди София!"
phrase312,マリアのドレスは,"Maria's dress","Платье Марии"
phrase313,他の令嬢も惚れ惚れするような,"was one that even other noble girls admired.","вызвало восхищение даже у других дворянок."
phrase314,優雅で気品のあるものだった。,"It was graceful and dignified.","Оно было элегантным и изысканным."
phrase315,いつもマリアをいじめる令嬢ですら,"Even the girls who usually bullied Maria","Даже девушки, которые обычно дразнили Марию,"
phrase316,その美しさには押し黙る他ない。,"were left speechless by its beauty.","были поражены его красотой."
phrase317,しかし当のマリアはというと、このような,"But Maria herself, wearing such a","Но сама Мария, надев такое"
phrase318,華やかなドレスを着るなど生まれて初めてで、,"luxurious dress for the first time in her life,","роскошное платье впервые в жизни,"
phrase319,気恥ずかしさから壁の花となっていた。,"felt so shy that she had become a wallflower.","почувствовала себя настолько неловко, что старалась держаться в тени."
phrase320,すると。,"And then.","Вдруг."
phrase321,そのドレス、よく似合っている。,"That dress suits you well.","Это платье тебе очень идёт."
phrase322,不意に傍で囁かれる甘い声。,"A sweet voice whispered unexpectedly nearby.","Нежный голос неожиданно прошептал рядом."
phrase323,マリアが顔を上げると,"Maria looked up and saw","Мария подняла глаза и увидела,"
phrase324,そこには華麗な礼装をまとったニコルが立っていた。,"Nicol, dressed in a stunning formal outfit.","Николя, одетого в роскошный наряд."
phrase325,とても綺麗だ。,"You're very beautiful.","Ты очень красивая."
phrase326,ニ、ニコル様こそ……っ。,"L-Lord Nicol, you too...!","Г-господин Николь, вы тоже..."
phrase327,おや、それはどうも。,"Oh, well, thank you.","О, ну, спасибо."
phrase328,ニコルは笑みを一つ浮かべると,"Nicol smiled softly and","Николь мягко улыбнулся и"
phrase329,「さて」とマリアの手を取った。,"took Maria's hand and said, 'Now then.'","взял Марию за руку и сказал: 'Ну что ж.'"
phrase330,あちらで話をしようか。,"Shall we talk over there?","Пойдём поговорим вон там?"
phrase331,彼が手を引いて歩きだした先は,"He led her to a","Он повёл её"
phrase332,満天の星空が広がる静かなバルコニーだった。,"quiet balcony under the starry sky.","на тихий балкон под звёздным небом."
phrase333,パーティーの喧噪が遠くに聞こえる。,"The noise of the party was faint in the distance.","Гул вечеринки доносился издалека."
phrase334,――マリア。,"—Maria.","—Мария."
phrase335,キャンベル嬢、ではなく,"Not 'Miss Campbell,'","Не 'мисс Кэмпбелл,'"
phrase336,ニコルが初めて、その名を口にした。,"Nicol called her by her name for the first time.","Николь впервые назвал её по имени."
phrase337,マリアは驚きに包まれた。,"Maria was enveloped in surprise.","Мария охватило удивление."
phrase338,遠くの喧噪が聞こえなくなるほどに。,"It was so strong that the distant noise faded away.","Настолько, что гул вечеринки словно исчез."
phrase339,そんなマリアを優しく見つめ,"Nicol gazed at Maria gently","Николь нежно посмотрел на Марию"
phrase340,ニコルは言葉を続けるのだ。,"and continued speaking.","и продолжил говорить."
phrase341,君のことが好きだ。,"I love you.","Я люблю тебя."
phrase342,これからも、ずっとマリアと共に歩んでいきたい。,"I want to walk through life with you from now on.","Я хочу идти с тобой по жизни."
phrase343,君となら、優しく温かな日々を,"With you, I feel like we can share peaceful, warm days","С тобой, мне кажется, мы можем вместе прожить спокойные и тёплые дни"
phrase344,ずっと紡いでいける気がするんだ。,"forever.","навсегда."
phrase345,君を手放したくない。こんな気持ち……初めてなんだ。,"I don't want to let you go. I've never felt this way before.","Я не хочу тебя отпускать. Никогда раньше я не испытывал таких чувств."
phrase346,だから……マリア。,"So... Maria.","Так что... Мария."
phrase347,どうか俺の生涯のパートナーになってくれないか。,"Please, be my partner for life.","Пожалуйста, стань моей спутницей по жизни."
phrase348,そう言って、ニコルはかしずくと,"With those words, Nicol knelt down","С этими словами Николь встал на колено"
phrase349,マリアへと手を差し出した。,"and extended his hand to Maria.","и протянул руку Марии."
phrase350,……！,"...!","...!"
phrase351,出会った頃のような敬語ではなく,"It wasn't formal language like when they first met,","Это уже были не формальные фразы, как в их первую встречу,"
phrase352,キャンベル嬢呼びでもない。,"nor did he call her Miss Campbell.","и он не называл её мисс Кэмпбелл."
phrase353,それはニコルの本当の想いを込めた言葉。,"These were Nicol's true feelings,","Эти слова выражали настоящие чувства Николя,"
phrase354,マリアは、こんなに大きくて,"and Maria felt that she had never","и Мария почувствовала, что никогда прежде"
phrase355,そして温かな想いを向けられたのは,"been the recipient of such deep and warm feelings before.","никогда прежде не ощущала таких глубоких и тёплых чувств."
phrase356,生まれて初めてだった。,"It was the first time in her life.","Это было впервые в её жизни."
phrase357,衝撃に、さすがに,"The shock of it all","От шока"
phrase358,狼狽の気持ちが込み上げるが――,"made her feel a bit flustered, but—","она даже немного смутилась, но—"
phrase359,（私は、ニコル様とお別れしたくない。,"(I don't want to say goodbye to Lord Nicol.","(Я не хочу прощаться с господином Николем."
phrase360,これからもずっと一緒にいたい）,"I want to stay with him forever.)","Я хочу быть с ним всегда.)"
phrase361,ソフィアへ語った自分の気持ちを,"She remembered the feelings she had shared with Sophia—","Она вспомнила, что сказала Софии—"
phrase362,――恋心を思い出す。,"her feelings of love.","вспомнила своё признание в любви."
phrase363,マリアは凛とした眼差しをニコルに向ける。,"Maria gave Nicol a firm, determined look.","Мария посмотрела на Николя уверенным взглядом."
phrase364,（どうする？）,"(What will you do?)","(Что делать?)"
text365,ニコルの手を取る,"Take Nicol's hand","Взять Николя за руку"
text366,手を取るのをためらう,"Hesitate to take his hand","Колебаться, стоит ли брать его за руку"
phrase367,私は――,"I...","Я..."
phrase368,ずっと、あなたに恋をしていました。,"I've always been in love with you.","Я всегда была влюблена в тебя."
phrase369,……どうか私をあなたのお傍に置いてください。,"Please, let me stay by your side.","Пожалуйста, позволь мне быть с тобой."
phrase370,ずっと、ずっと……。,"Always, forever...","Всегда, всегда..."
phrase371,マリアはニコルの手を取った。,"Maria took Nicol's hand.","Мария взяла Николя за руку."
phrase372,するとニコルは春花のように微笑んで,"Nicol smiled as warmly as a spring flower","Николь улыбнулся, как тёплый весенний цветок,"
phrase373,彼女の手の甲に恭しくキスをした。,"and kissed the back of her hand with reverence.","и почтительно поцеловал её руку."
phrase374,あなたに永遠の愛を誓おう。,"I vow to love you forever.","Я клянусь любить тебя вечно."
phrase375,マリアの手を握ってニコルが立ち上がる。,"Nicol stood up, still holding Maria's hand.","Николь поднялся, не отпуская руки Марии."
phrase376,よろしくお願いします、ニコル様――。,"Please take care of me, Lord Nicol—","Прошу вас заботиться обо мне, господин Николь—"
phrase377,マリアはその手を,"Maria held his hand back","Мария в ответ сжала его руку"
phrase378,心からの想いを込めて握り返した。,"with all her heart.","от всего сердца."
phrase379,優しい風が吹いて、花弁が二人を,"A gentle breeze blew, scattering flower petals around them,","Мягкий ветерок подул, унося лепестки цветов вокруг них,"
phrase380,祝福するかのように舞い踊る――,"as if celebrating their union—","словно празднуя их союз—"
phrase381,本当に自分でいいのだろうか。,"Am I really the one for him?","А действительно ли я ему подхожу?"
phrase382,この気持ちに、素直になってもいいのだろうか。,"Is it alright to accept these feelings?","Стоит ли мне довериться этим чувствам?"
phrase383,そんな想いが、マリアの心に渦巻いた。,"Such thoughts swirled in Maria's mind.","Такие мысли кружились в голове Марии."
phrase384,だけど――,"But—","Но—"
phrase385,大丈夫。,"It’s alright.","Всё будет хорошо."
phrase386,ニコルが、マリアの手を取った。,"Nicol took Maria's hand.","Николь взял Марию за руку."
phrase387,そのまま彼女の手の甲に恭しくキスをする。,"And once again, he kissed the back of her hand.","И снова он почтительно поцеловал её руку."
phrase388,あなたに永遠の愛を誓おう。,"I vow to love you forever.","Я клянусь любить тебя вечно."
phrase389,あなたを護り抜いてみせる。,"And I will protect you always.","И я всегда буду тебя защищать."
phrase390,どうか――僕を信じて。,"Please—trust me.","Прошу — доверься мне."
phrase391,立ち上がるニコルが、マリアの体を,"Nicol stood and gently embraced Maria.","Николь встал и нежно обнял Марию."
phrase392,優しく抱きしめた。,"",""
phrase393,ようやっと、マリアは言葉を絞り出す。,"At last, Maria found her voice.","Наконец, Мария смогла произнести слова."
phrase394,心からの、素直な言葉を。,"They were honest, heartfelt words.","И это были искренние, сердечные слова."
phrase395,私も……,"I...","Я тоже..."
phrase396,愛しております、ニコル様……。,"I love you too, Lord Nicol...","Я тоже люблю вас, господин Николь..."
phrase397,満天の星空が二人を祝福するかのように,"As if blessing the two, the starry sky","Словно благословляя их двоих, звёздное небо"
phrase398,きらきらと瞬いていた――。,"twinkled brightly overhead—","ярко мерцало над ними—"
