key,jp,en,ru
phrase331,ジオルド、様……。,"Prince Geordo...","Джордо-сама..."
phrase332,マリアは呆然と,"Maria stared in amazement","Мария ошеломлённо"
phrase333,ジオルドの目を見つめる。,"into Geordo's eyes.","смотрела в глаза Джордо."
phrase334,それがプロポーズと理解できないほど,"She wasn't so dense as to not realize","Она не была настолько глупа, чтобы не понять,"
phrase335,マリアも鈍くはない。,"that this was a proposal.","что это было предложение."
phrase336,嬉しい。,"I'm so happy.","Я так рада."
phrase337,……だけど。,"...But.","...Но."
phrase338,マリアが思い出すのは,"What came to Maria's mind was","Мария вспомнила"
phrase339,先程の黒い噂だ。,"the dark rumors from earlier.","злобные слухи."
phrase340,……私では、ジオルド様に,"...With me, Prince Geordo,","...Со мной, Джордо-сама,"
phrase341,ご迷惑をかけてしまいます。,"I'll just cause you trouble.","я только доставлю вам хлопоты."
phrase342,ジオルド様は,"Prince Geordo, you're","Джордо-сама,"
phrase343,次期国王候補なのですよね。,"a candidate for the next king.","вы будущий кандидат на трон."
phrase344,その立場に泥を塗るような女なんて。,"A woman like me would just tarnish your position.","Женщина, как я, лишь испортит вашу репутацию."
phrase345,……みんなが言っています。,"That's what everyone is saying.","Все так говорят."
phrase346,私がジオルド様を,"That I'll be the one to bring about","Что я стану причиной"
phrase347,破滅させてしまう、と。,"Prince Geordo's ruin.","гибели Джордо-сама."
phrase348,――ああ、やれやれ。,"—Ah, goodness.","—Ах, ну надо же."
phrase349,うつむくマリアの言葉をさえぎるように,"Interrupting Maria as she hung her head,","Прерывая Марию, которая повесила голову,"
phrase350,ジオルドは困った笑みを浮かべた。,"Geordo gave a troubled smile.","Джордо слегка улыбнулся."
phrase351,また僕が,"Do I have to come catch you","Неужели мне снова"
phrase352,つかまえに行かなきゃダメなのかな？,"all over again?","придётся ловить тебя?"
phrase353,微笑む薔薇色の唇が、マリアの手の甲に,"His smiling, rose-colored lips brushed softly","Его улыбающиеся губы цвета розы"
phrase354,柔らかくキスを落とす。,"against the back of Maria's hand in a gentle kiss.","нежно коснулись руки Марии."
phrase355,ビクリと、とマリアは肩をすくませた。,"Maria flinched slightly,","Мария дёрнулась,"
phrase356,立ち上がったジオルドが,"as Geordo stood up and","когда Джордо встал и"
phrase357,そんなマリアの瞳をのぞきこむ。,"looked into her eyes.","заглянул ей в глаза."
phrase358,僕はいずれ、この国の王になります。,"I will eventually become the king of this country.","Я однажды стану королём этой страны."
phrase359,下々のくだらない噂に振り回されて、,"A king can't be swayed by the petty rumors","Короля не могут волновать слухи"
phrase360,一国の主が務まるものですか。,"of the lower ranks.","мелких людей."
phrase361,ただ凛とあればよいのです。,"One must simply remain dignified.","Просто сохраняй достоинство."
phrase362,あなたも、僕も。,"Both you and I.","И ты, и я."
phrase363,それが真実なのですから,"Because that's the truth,","Потому что это правда,"
phrase364,恥じるところなど一つもないでしょう？,"there's nothing to be ashamed of, is there?","и нам не за что стыдиться, не так ли?"
phrase365,……だからあなたも、諦めて？,"...So please, don't give up?","...Так что, пожалуйста, не сдавайся."
phrase366,どんなあなたでも受け止める――,"No matter who you are, I'll accept you—","Какой бы ты ни была, я приму тебя—"
phrase367,そんな意志が宿った,"That determination filled","Это намерение читалось"
phrase368,灯火のように優しい眼差しだった。,"his gentle, flame-like gaze.","в его мягком, но твёрдом взгляде."
phrase369,なんて答えよう？,"How should I respond?","Что мне ответить?"
text370,本当に私でいいんですか？,"Are you really sure it's me?","Вы правда уверены, что я подхожу?"
text371,喜んでお受けします,"I'll gladly accept.","Я с радостью приму."
text372,本当に私でいいんですか,"Are you really sure it's me?","Вы правда уверены, что я подхожу?"
text373,喜んでお受けします,"I'll gladly accept.","Я с радостью приму."
phrase374,ジオルド様……。,"Prince Geordo...","Джордо-сама..."
phrase375,本当に、いいんですか？,"Are you really sure... it's okay?","Вы правда уверены... что всё в порядке?"
phrase376,マリアは声を震わせた。,"Maria's voice trembled.","Голос Марии дрожал."
phrase377,なんて優しい人なんだろう。,"How kind he is.","Какой же он добрый человек."
phrase378,その喜びに涙が滲みそうになるのだ。,"Tears of joy welled up in her eyes.","Глаза её наполнились слезами от радости."
phrase379,あなたに、私の全てを委ねても……,"If I give you all of myself...","Если я отдам вам всю себя..."
phrase380,いいんですか？,"Is that okay?","Это будет нормально?"
phrase381,もちろんです、マリア。,"Of course, Maria.","Конечно, Мария."
phrase382,ジオルドが笑顔で両腕を広げる。,"Geordo smiled and spread his arms.","Джордо улыбнулся и раскинул руки."
phrase383,マリアは自らの意志で,"Maria, of her own will,","Мария, по своей воле,"
phrase384,彼の腕の中に身を預けた。,"entrusted herself to his arms.","отдалась в его объятия."
phrase385,これまでの中で、一番優しい抱擁。,"It was the gentlest embrace they'd ever shared.","Это было самое нежное объятие, что у них было."
phrase386,二人はステンドグラスの煌きの中,"In the shimmering light of the stained glass,","В сверкании витражного света"
phrase387,互いの目を見つめ合った。,"they gazed into each other's eyes.","они смотрели друг другу в глаза."
phrase388,ジオルドがゆっくりと顔を寄せる。,"Geordo slowly leaned in.","Джордо медленно наклонился к ней."
phrase389,マリアは受け入れるように目を閉じた。,"Maria closed her eyes, ready to accept it.","Мария закрыла глаза, готовая принять это."
phrase390,――温かな口付け。,"—A warm kiss.","—Тёплый поцелуй."
phrase391,ジオルド様――,"Prince Geordo—","Джордо-сама—"
phrase392,喜んで、お受けいたします。,"I'll gladly accept.","Я с радостью приму."
phrase393,マリアは声を震わせた。,"Maria's voice trembled.","Голос Марии дрожал."
phrase394,彼の隣を歩むことを許されている。,"She was allowed to walk by his side.","Теперь ей было позволено идти с ним рядом."
phrase395,その喜びが、マリアの心をとろかせる。,"The joy melted Maria's heart.","Эта радость растопила её сердце."
phrase396,ジオルドは幸福そうに,"Geordo, full of happiness,","Джордо, полный счастья,"
phrase397,そして満足気に、瞳を細めた。,"narrowed his eyes in satisfaction.","довольно прищурил глаза."
phrase398,……いい子ですね。,"...You're such a good girl.","...Ты такая хорошая девушка."
phrase399,それはマリアにだけ聞こえるような,"It was a small, sweet whisper","Это был маленький, сладкий шёпот,"
phrase400,小さな、そしてとびきり甘い囁き。,"meant only for Maria to hear.","услышанный только Марией."
phrase401,次の瞬間には、ジオルドは,"In the next moment, Geordo","В следующий момент Джордо"
phrase402,力強くマリアの体を抱き寄せた。,"pulled Maria firmly into his arms.","сильно притянул Марию в свои объятия."
phrase403,ジオルド様……！,"Prince Geordo...!","Джордо-сама...!"
phrase404,マリアは自らの意志で,"Maria, of her own will,","Мария, по своей воле"
phrase405,彼を精一杯、抱きしめ返す。,"hugged him back with all her strength.","изо всех сил обняла его в ответ."
phrase406,これまでの中で、一番情熱的な抱擁。,"It was the most passionate embrace they'd ever shared.","Это было самое страстное объятие за всё время."
phrase407,二人はステンドグラスの煌きの中,"In the shimmering light of the stained glass,","В сверкании витражного света"
phrase408,互いの目を見つめ合った。,"they gazed into each other's eyes.","они смотрели друг другу в глаза."
phrase409,ジオルドがゆっくりと顔を寄せる。,"Geordo slowly leaned in.","Джордо медленно наклонился к ней."
phrase410,マリアは受け入れるように目を閉じた。,"Maria closed her eyes, ready to accept it.","Мария закрыла глаза, готовая принять это."
phrase411,――溶けそうなほどの、熱い口付け。,"—A kiss so hot, it felt like she might melt.","—Такой горячий поцелуй, что она могла растаять."
phrase412,顔を離せば,"When they pulled apart,","Когда их лица разошлись,"
phrase413,ジオルドの笑みがそこにあった。,"Geordo was smiling.","Джордо улыбался."
phrase414,……とりあえず、妙な噂を,"So, for now, can you tell me","Ну, а теперь ты можешь сказать мне,"
phrase415,面白おかしく吹聴している輩が誰か,"who's been spreading these ridiculous rumors?","кто распускает эти нелепые слухи?"
phrase416,教えてくれるかな？,"",""
phrase417,優しい笑みのまま、ジオルドは,"Still smiling gently, Geordo","Всё ещё нежно улыбаясь, Джордо"
phrase418,腹黒王子の一面をのぞかせる。,"showed a glimpse of his dark side.","показал свою тёмную сторону."
phrase419,――ああ、いつもどおりのジオルド様。,"—Ah, it's the usual Prince Geordo.","—Ах, всё тот же Джордо-сама."
phrase420,マリアはつい,"Maria couldn't help but","Мария не могла не"
phrase421,くすりと笑んでしまうのであった。,"let out a giggle.","тихо засмеяться."
