key,jp,en,ru
phrase315,そんな彼を、愛しいと……,"And I... love that about him.","И это вызывает у меня... любовь к нему."
phrase316,支えたいと、思います。,"I want to support him.","Я хочу поддерживать его."
phrase317,そんな彼の近くに……。,"I want to be close to him...","Я хочу быть рядом с ним..."
phrase318,ずっと、お傍にいたいです。,"I want to be by his side forever.","Я хочу быть рядом с ним всегда."
phrase319,第四王子だから,"Not because he's the Fourth Prince,","Не потому, что он четвёртый принц,"
phrase320,スティアート家だから、じゃない――,"or because he's from the Stuart family—","или потому, что он из семьи Стюарт—"
phrase321,アラン様、だからです。,"But because he's Prince Alan.","А потому, что он Алан-сама."
phrase322,私はずっと、彼と一緒にいたい。,"I just want to be with him.","Я просто хочу быть с ним."
phrase323,傍にいて、彼の笑顔を見ていたい。,"I want to be by his side and see him smile.","Я хочу быть рядом с ним и видеть его улыбку."
phrase324,彼を支えて、彼と共に歩いていきたい。,"I want to support him and walk by his side.","Я хочу поддерживать его и идти с ним бок о бок."
phrase325,……心から、そう思っています。,"...That's how I truly feel.","...Так я чувствую всем сердцем."
phrase326,罪悪感がない、と言えば嘘になる。,"I'd be lying if I said I didn't feel guilty.","Было бы ложью сказать, что я не чувствую вины."
phrase327,メアリはアランの婚約者。,"Mary is Alan's fiancée.","Мэри — невеста Алана."
phrase328,今の言葉は、婚約者に対し,"What I just said...","То, что я только что сказала..."
phrase329,真っ向から相手を奪うと,"is like declaring","будто бы заявляет,"
phrase330,宣言しているようなものだった。,"that I'm stealing him from her.","что я у неё его отнимаю."
phrase331,だけど、今この時は,"But at this moment,","Но сейчас,"
phrase332,本当の気持ちを伝えねば,"I had to speak my true feelings,","я должна была рассказать о своих настоящих чувствах,"
phrase333,メアリに不敬だと、マリアは感じた。,"or it would be disrespectful to Mary.","иначе это было бы неуважением к Мэри."
phrase334,……。,"...","..."
phrase335,メアリはじっと,"Mary listened intently","Мэри внимательно слушала,"
phrase336,マリアの言葉を聴いていた。,"to what Maria was saying.","что говорила Мария."
phrase337,だが、その表情が,"But her expression","Но её выражение лица"
phrase338,ふっとほころぶ。,"softened slightly.","немного смягчилось."
phrase339,……敵いませんね、あなたには。,"...I can't compete with you.","...Я не могу с вами соперничать."
phrase340,メアリ様……。,"Lady Mary...","Леди Мэри..."
phrase341,私には、あの方にあんな笑顔を,"I was never able to bring","Я никогда не могла вызвать"
phrase342,浮かべさせることはできなかった。,"such a smile to his face.","такую улыбку на его лице."
phrase343,あの方の人生を本当に照らせるのは――,"The only one who can truly brighten his life is—","Только одна может действительно осветить его жизнь —"
phrase344,マリアさん、あなただけなんですね。,"Maria, it's you and only you.","Мария, это только вы."
phrase345,あなたの、アラン様へのその気持ち……,"Your feelings for Prince Alan...","Ваши чувства к Алану-сама..."
phrase346,どうか大切になさってください。,"Please cherish them.","Пожалуйста, дорожите ими."
phrase347,では、ごきげんよう。,"Well then, goodbye.","Ну что ж, до свидания."
phrase348,……どうか、お幸せに。,"...Please, be happy.","...Будьте счастливы."
phrase349,浮かべたメアリの笑みは柔らかくて。,"Mary's smile was soft and gentle.","Улыбка Мэри была мягкой и доброй."
phrase350,だけど――きびすを返すその瞬間。,"But the moment she turned away—","Но в тот момент, когда она повернулась—"
phrase351,あっ……。,"Ah...","Ах..."
phrase352,マリアは、彼女の目に,"Maria saw tears glistening","Мария увидела слёзы, блестящие"
phrase353,涙が煌いているのを、確かに見た。,"in Mary's eyes.","в глазах Мэри."
phrase354,メアリ様……ありがとうございます。,"Lady Mary... thank you.","Леди Мэри... спасибо."
phrase355,マリアは彼女の背が見えなくなるまで,"Maria bowed deeply","Мария кланялась,"
phrase356,深々とお辞儀をしていた。,"until she could no longer see her.","пока её фигура не исчезла из виду."
phrase357,約束の場所。,"The promised place.","Место встречи."
phrase358,木漏れ日の下。,"Under the dappled sunlight.","Под пятнами солнечного света."
phrase359,マリアが空を見上げていると,"As Maria looked up at the sky,","Когда Мария смотрела на небо,"
phrase360,一つの足音がやってくる。,"she heard the sound of footsteps approaching.","она услышала приближающиеся шаги."
phrase361,アラン様！,"Prince Alan!","Алан-сама!"
phrase362,ずっと走ってきたのだろう。,"He must have been running the whole way.","Он, должно быть, всё это время бежал."
phrase363,アランは息を弾ませてマリアの傍で立ち止まる。,"Alan stopped beside Maria, out of breath.","Алан остановился рядом с Марией, тяжело дыша."
phrase364,そのまま息を整えて……,"He took a moment to catch his breath...","Он отдышался..."
phrase365,深呼吸の後、アランは背筋を伸ばして,"After a deep breath, Alan stood up straight","После глубокого вдоха Алан выпрямился"
phrase366,マリアの手を取った。,"and took Maria's hand.","и взял Марию за руку."
phrase367,そして、マリアに伝えたいことを,"Then, what he wanted to tell Maria,","Затем то, что он хотел сказать Марии,"
phrase368,遂に言葉にする。,"he finally put into words.","наконец было облечено в слова."
phrase369,マリア。,"Maria.","Мария."
phrase370,俺の傍にいてほしい。,"I want you by my side.","Я хочу, чтобы ты была рядом со мной."
phrase371,これからも、ずっと。,"Now and forever.","Теперь и всегда."
phrase372,飾らない言葉。,"Simple words.","Простые слова."
phrase373,どこまでもシンプルで,"So simple,","Такие простые,"
phrase374,真っ直ぐな想い。,"yet so sincere.","но такие искренние."
phrase375,マリアはアランを見つめた。,"Maria gazed at Alan.","Мария смотрела на Алана."
phrase376,それがどういうことか,"Did he understand what that meant?","Понимает ли он, что это значит?"
phrase377,アラン様は、ご理解の上ですか？,"Do you understand what you're asking, Prince Alan?","Понимаете ли вы, что вы просите, Алан-сама?"
phrase378,わかってる。,"I understand.","Да, понимаю."
phrase379,……俺のものになってくれ。,"...Be mine.","...Стань моей."
phrase380,俺と――結婚してくれ。,"Marry me.","Выходи за меня."
phrase381,かつてない、アランの真面目な眼差し。,"Alan's gaze had never been so serious.","Никогда прежде взгляд Алана не был таким серьёзным."
phrase382,彼は言葉を続けた。,"He continued speaking.","Он продолжил говорить."
phrase383,昨日、メアリとジオルドに,"Yesterday, I talked to Mary and Geordo,","Вчера я поговорил с Мэри и Джордо,"
phrase384,話をつけてきた。両方の親ともだ。,"and with both of our parents.","а также с нашими родителями."
phrase385,しっかりと話し合った。,"We had a serious conversation.","Мы серьёзно обсудили всё."
phrase386,……二人共,"And both of them","И они оба"
phrase387,俺の背中を押してくれた。,"gave me their blessing.","дали мне своё благословение."
phrase388,（だから、メアリ様は――）,"(So that's why Lady Mary...)","(Вот почему леди Мэри...)"
phrase389,マリアは先ほどの邂逅を思い出す。,"Maria recalled their encounter earlier.","Мария вспомнила их недавнюю встречу."
phrase390,同時に、託された想いを噛み締める。,"At the same time, she realized what had been entrusted to her.","И в то же время она осознала, что было доверено ей."
phrase391,アランも、メアリも,"Both Alan and Mary","И Алан, и Мэри"
phrase392,覚悟を決めたのだ。,"had made up their minds.","приняли своё решение."
phrase393,アランはかしずき、マリアを見上げる。,"Alan knelt down and looked up at Maria.","Алан встал на колено и посмотрел на Марию."
phrase394,（なんて答えよう？）,"(How should I answer?)","(Как мне ответить?)"
text395,喜んで,"With pleasure.","С радостью."
text396,本当にいいんですか？,"Are you really sure?","Вы уверены?"
phrase397,大きな声。,"A loud voice.","Громкий голос."
phrase398,大きな想い。,"Big feelings.","Сильные чувства."
phrase399,マリアは受け止める覚悟を決める。,"Maria was ready to accept them.","Мария была готова принять их."
phrase400,それが自分を応援してくれている人たち。,"Because those were the people who supported her.","Ведь эти чувства исходили от людей, которые её поддерживали."
phrase401,そして自分の恋心への,"And they were her respect","И это был её способ уважить"
phrase402,最大の敬意と誠意なのだから。,"and deepest sincerity for her own feelings of love.","и отдать должное своим собственным чувствам любви."
phrase403,――喜んで。,"—With pleasure.","—С радостью."
phrase404,私の全てを、あなたにさしあげます。,"I'll give you all of myself.","Я отдаю вам всю себя."
phrase405,どうか……私をもらってください。,"Please... take me.","Пожалуйста... возьмите меня."
phrase406,……！,"...!","...!"
phrase407,ああ！　もちろんだ！,"Yes! Of course!","Да! Конечно!"
phrase408,ぱぁっと少年のように笑うアランは,"Alan smiled like a boy, beaming,","Алан широко улыбнулся, как мальчишка,"
phrase409,マリアを両腕で力いっぱい抱きしめた。,"and wrapped Maria in his arms.","и обнял Марию изо всех сил."
phrase410,マリアもまた、アランの大きな体を,"Maria also wrapped her arms around Alan's big body,","Мария тоже обняла его крепкое тело"
phrase411,抱きしめ返す。,"hugging him back.","и прижалась к нему."
phrase412,優しい木漏れ日の中,"In the gentle sunlight,","Под нежными солнечными лучами"
phrase413,二人はずっとずっと抱き合っていた。,"the two of them held each other for a long time.","они долго-долго обнимались."
phrase414,大きな声。,"A loud voice.","Громкий голос."
phrase415,大きな想い。,"Big feelings.","Сильные чувства."
phrase416,でも、本当に,"But really,","Но правда,"
phrase417,自分が受け止めてもいいのだろうか。,"is it okay for me to accept this?","должна ли я принимать это?"
phrase418,これは複数の貴族の家を巻き込む、,"This involves multiple noble families,","Ведь это затрагивает несколько дворянских семей,"
phrase419,ただの『男女の恋』では済まされない代物なのだ。,"and it's not just a simple romance between a man and a woman.","и это не просто роман между мужчиной и женщиной."
phrase420,この恋の先には、まだ子どもの二人には,"Ahead of this love, for the two of them who are still so young,","В этой любви для них двоих, таких юных,"
phrase421,想像もつかないような苦難が,"there are unimaginable","будет множество трудностей,"
phrase422,待ち受けているのだろう。,"hardships awaiting them.","о которых они не могут и подумать."
phrase423,（本当に、いいんですか？）,"(Is this really okay?)","(Правда, всё в порядке?)"
phrase424,けれど――,"But still—","Но всё-таки—"
phrase425,マリアは、メアリとのやりとりを,"Maria remembered","Мария вспомнила."
phrase426,思い出す。,"her conversation with Mary.","свой разговор с Мэри"
phrase427,アランが愛しい。,"I love Alan.","Я люблю Алана."
phrase428,彼を支えたい。,"I want to support him.","Я хочу поддерживать его."
phrase429,――彼の傍にいたい。,"—I want to be by his side.","—Я хочу быть рядом с ним."
phrase430,（ここで私が迷うのは……,"(If I hesitate here...","(Если я сейчас поколеблюсь..."
phrase431,メアリ様への、アラン様への裏切りだ）,"it's a betrayal to both Lady Mary and Prince Alan.)","это будет предательством и для леди Мэри, и для Алана-сама.)"
phrase432,だからマリアは,"That's why Maria","Поэтому Мария"
phrase433,真っ直ぐにアランを見つめ――,"looked straight at Alan—","прямо посмотрела на Алана—"
phrase434,心からの気持ちを込めて、頷いた。,"and, with all her heart, nodded.","и всем сердцем кивнула."
phrase435,きっと、この恋は,"This love surely won't be","Эта любовь, конечно, не будет"
phrase436,幸せなことばかりじゃないだろう。,"filled only with happiness.","состоять только из счастья."
phrase437,もしかしたら苦難の方が,"Maybe there will be more hardships","Может, будет даже больше трудностей,"
phrase438,多いかもしれない。,"than joy.","чем радости."
phrase439,（それでも、私たちは……）,"(But even so, we will...)","(Но, несмотря на это, мы...)"
phrase440,微笑むアランに抱きしめられ、,"As Alan smiled and held her close,","Алан улыбался и обнимал её,"
phrase441,マリアは力いっぱい,"Maria tightly","Мария крепко"
phrase442,彼を抱きしめ返した。,"hugged him back.","обняла его в ответ."
phrase443,優しい木漏れ日の中,"In the gentle sunlight,","Под нежными солнечными лучами"
phrase444,二人は共に歩む未来を誓い合う――。,"they vowed to walk their future together.","они поклялись вместе идти в будущее."
